1.154331853,9.734409125
4.056881645,6.260866612
8.152769698,2.482371956
7.834584193,6.989804369
9.20596342,8.222153854
3.415662213,0.086577827
2.494240741,3.531616452
2.07168283,9.882086926
5.323074275,2.504459187
7.37761944,1.082211131
0.806153084,5.808946552
8.349851599,4.986011045
3.393172179,4.372548876
7.550765163,7.123690376
7.868545981,5.563739473
0.399770122,3.764773762
2.694620278,7.251634154
6.297108505,8.244281957
8.405865851,2.304699654
7.442319889,6.355240552
4.420854588,4.524657689
2.396660479,8.974930692
3.71118099,8.808080134
9.069522084,2.366412979
4.405370955,7.791365008
